num_execve,num_distinct_children,num_file_opens,num_file_renames,num_file_deletes,num_distinct_files_touched,num_connect,num_distinct_dest_ips,num_setuid,syscall_rate
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,8,0,0,9,0,0,0,7419.064192216413
0,0,9,0,0,1,0,0,0,2.137176550484276
0,0,2,0,0,1,0,0,0,0.6000093475456255
0,0,6,0,0,1,0,0,0,1.199992999960834
0,0,6,0,0,1,0,0,0,1.199988167636672
0,0,6,0,0,1,0,0,0,1.1999967748886677
0,0,8,2,0,4,0,0,0,1.9999990000005001
0,2,84,0,0,34,0,0,0,16.644952978736054
0,0,81,0,0,13,0,0,0,16.199971889808776
0,3,202,0,0,9,0,0,0,40.31917685543776
0,0,1,0,0,1,0,0,0,1000.0
0,0,1,0,0,1,0,0,0,1000.0
0,0,1,0,0,1,0,0,0,1000.0
0,0,1,0,0,1,0,0,0,1000.0
1,0,11,0,0,12,0,0,0,12000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,8,0,0,9,0,0,0,8234.632117810137
2,6,27,0,0,15,0,0,0,6509.569066527796
2,0,2172,0,0,457,0,0,0,67125.8125766416
2,0,15,0,0,15,0,0,0,5296.629972445061
0,0,13,0,0,12,0,0,0,786.9388966765572
0,1,82,0,0,33,0,0,0,169.61753287951584
0,0,7,0,8,1,0,0,0,30.295970056723508
0,3,48,0,0,9,0,0,0,47.58337524065626
0,11,1,0,0,1,0,0,0,1000.0
0,0,1,0,0,1,0,0,0,1000.0
0,0,616,0,0,30,0,0,0,8775.409797391743
10,0,38,0,0,40,0,0,0,11068.785816457856
10,0,145,0,0,139,0,0,0,4672.543480353356
10,0,33,0,0,33,0,0,0,10162.066047284803
0,0,2,0,0,2,0,0,0,2000.0
10,0,12,0,0,16,0,0,0,5165.2201311167655
0,4,10,0,1,9,0,0,0,62.07320684909218
0,0,1,0,0,1,0,0,0,2000.0
0,0,9,0,0,9,0,0,0,4136.3050387089215
0,1,1,0,0,1,0,0,0,1000.0
